timestamp,x_est,y_est,yaw_est,x_gt,y_gt,yaw_gt,pos_error,yaw_error
31.380000,0.371352,0.055694,-0.601004,0.135365,1.876453,-1.500313,1.835988,0.899309
31.400000,0.371390,0.055655,-0.581110,0.129036,1.876522,-1.474239,1.836925,0.893129
31.420000,0.371427,0.055621,-0.561203,0.121998,1.876978,-1.447407,1.838358,0.886204
31.440000,0.371443,0.055611,-0.541257,0.114462,1.877474,-1.421027,1.839899,0.879770
31.460000,0.372898,0.054188,-0.526552,0.103599,1.877447,-1.384804,1.843040,0.858252
31.480000,0.374875,0.052614,-0.512505,0.100128,1.877408,-1.373222,1.845362,0.860717
31.500000,0.377835,0.050479,-0.500670,0.093316,1.877220,-1.350776,1.848766,0.850105
31.520000,0.381826,0.047789,-0.491065,0.087053,1.876429,-1.329018,1.852246,0.837953
31.540000,0.386870,0.044546,-0.483706,0.081245,1.875281,-1.307608,1.856071,0.823901
31.560000,0.392974,0.040742,-0.478617,0.075595,1.874001,-1.286940,1.860529,0.808323
31.580000,0.400135,0.036363,-0.475803,0.070668,1.872196,-1.267562,1.865162,0.791759
31.600000,0.408124,0.031619,-0.474392,0.064022,1.868970,-1.239436,1.869295,0.765044
31.620000,0.416514,0.026833,-0.473134,0.062056,1.867708,-1.230517,1.874691,0.757383
31.640000,0.425106,0.022026,-0.472013,0.058509,1.864894,-1.213489,1.878977,0.741475
31.660000,0.433799,0.017215,-0.471014,0.055506,1.861668,-1.197680,1.882848,0.726665
31.680000,0.442405,0.012534,-0.470124,0.053091,1.858009,-1.183230,1.886092,0.713106
31.700000,0.450406,0.008369,-0.469326,0.051292,1.853889,-1.170212,1.888183,0.700886
31.720000,0.457577,0.004738,-0.468597,0.049780,1.847010,-1.154247,1.886867,0.685650
31.740000,0.463825,0.001640,-0.467860,0.049571,1.844742,-1.150331,1.889082,0.682471
31.760000,0.469043,-0.000878,-0.467299,0.049638,1.840455,-1.144644,1.888494,0.677345
31.780000,0.473229,-0.002841,-0.466706,0.050229,1.836460,-1.140897,1.887314,0.674190
31.800000,0.477631,-0.005058,-0.462594,0.051247,1.832961,-1.138750,1.886828,0.676156
31.820000,0.479669,-0.005908,-0.462616,0.052721,1.828699,-1.135579,1.883631,0.672963
31.840000,0.480627,-0.006187,-0.462616,0.053074,1.827677,-1.134399,1.883045,0.671783
31.860000,0.479936,-0.005568,-0.465304,0.053634,1.825777,-1.132297,1.880307,0.666993
31.880000,0.480196,-0.005713,-0.465129,0.053917,1.824384,-1.130537,1.879087,0.665408
31.900000,0.480315,-0.005808,-0.464919,0.053973,1.823590,-1.129259,1.878420,0.664341
31.920000,0.480451,-0.005876,-0.462888,0.053906,1.822982,-1.128499,1.877941,0.665611
31.940000,0.480470,-0.005937,-0.462854,0.053874,1.822755,-1.128385,1.877792,0.665531
31.960000,0.481226,-0.006477,-0.462835,0.054236,1.821888,-1.128970,1.877562,0.666136
31.980000,0.484196,-0.008569,-0.464043,0.054819,1.820290,-1.129797,1.878587,0.665755
32.000000,0.487361,-0.010498,-0.463895,0.055508,1.818096,-1.131406,1.878897,0.667511
32.020000,0.491575,-0.012953,-0.463761,0.056282,1.815219,-1.133622,1.879280,0.669861
32.040000,0.496853,-0.015936,-0.463663,0.058360,1.809229,-1.135778,1.877100,0.672115
32.060000,0.503204,-0.019450,-0.463558,0.059193,1.806942,-1.136475,1.879589,0.672917
32.080000,0.510636,-0.023498,-0.463469,0.061163,1.801499,-1.139384,1.879532,0.675915
32.100000,0.518884,-0.027878,-0.463374,0.063277,1.795049,-1.142767,1.879000,0.679394
32.120000,0.527459,-0.032279,-0.463204,0.066499,1.783765,-1.149554,1.873633,0.686350
32.140000,0.536214,-0.036715,-0.463088,0.067605,1.779732,-1.151855,1.875919,0.688767
32.160000,0.545060,-0.041165,-0.462999,0.069930,1.771405,-1.156046,1.873808,0.693047
32.180000,0.553985,-0.045620,-0.462521,0.073939,1.758252,-1.161183,1.866654,0.698662
32.200000,0.562944,-0.050113,-0.462537,0.075604,1.753699,-1.161936,1.868486,0.699399
32.220000,0.571739,-0.054520,-0.462995,0.081465,1.739915,-1.161915,1.860205,0.698920
32.240000,0.580743,-0.059014,-0.462671,0.085559,1.730709,-1.161897,1.856964,0.699226
